station	date	time	tmpc	relh	drct	spdms	presshPa	1hrprcpmm				
SPZO	3/14/2015	8:00	11	81.74	0	0.00	1029.12					
SPZO	3/14/2015	9:00	11	81.74	0	0.00	1029.12					
SPZO	3/14/2015	10:00	11	81.74	0	0.00	1029.12					
SPZO	3/14/2015	10:30	11	81.74	80	1.54	1030.14					
SPZO	3/14/2015	11:00	11	81.74	0	0.00	1030.14					
SPZO	3/14/2015	11:30	11	81.74	M	1.03	1031.16					
SPZO	3/14/2015	12:00	12	81.87	M	1.03	1031.16					
SPZO	3/14/2015	12:30	13	76.66	M	1.54	1031.16					
SPZO	3/14/2015	13:00	13	76.66	M	1.54	1031.83					
SPZO	3/14/2015	13:30	16	59.01	M	1.03	1031.83					
SPZO	3/14/2015	14:00	17	55.37	M	1.03	1031.83					
SPZO	3/14/2015	14:30	17	51.72	M	1.54	1031.16					
SPZO	3/14/2015	15:00	18	48.55	M	1.03	1031.16					
SPZO	3/14/2015	15:30	18	51.98	M	1.03	1031.16					
SPZO	3/14/2015	16:00	19	42.57	M	2.57	1030.14					
SPZO	3/14/2015	16:30	20	40	240	2.57	1029.12					
SPZO	3/14/2015	17:00	20	40	M	2.06	1029.12					
SPZO	3/14/2015	17:30	20	37.32	350	2.57	1028.11					
SPZO	3/14/2015	18:00	19	39.72	M	1.54	1027.09					
SPZO	3/14/2015	19:10	16	51.45	280	3.60	1028.11					
SPZO	3/14/2015	19:30	16	51.45	260	3.60	1028.11					
SPZO	3/14/2015	20:00	15	54.86	270	4.63	1028.11					
SPZO	3/14/2015	20:30	16	48	M	1.03	1028.11					
SPZO	3/14/2015	21:00	15	54.86	90	4.63	1028.11					
SPZO	3/14/2015	21:30	13	62.46	80	5.66	1029.12					
SPZO	3/14/2015	22:00	11	76.34	90	5.14	1029.12	1.4				
SPZO	3/14/2015	22:30	11	76.34	M	0.51	1029.12					
SPZO	3/14/2015	23:00	11	76.34	0	0.00	1030.14	0.6				
SPZO	3/15/2015	0:00	11	76.34	M	1.03	1030.14					
SPZO	3/15/2015	1:00	9	87.28	80	2.57	1031.16					
SPZO	3/15/2015	2:00	9	87.28	80	2.06	1031.83					
SPZO	3/15/2015	3:00	9	87.28	0	0.00	1031.83					
SPZO	3/15/2015	4:00	9	87.28	0	0.00	1032.85					
SPZO	3/15/2015	5:00	9	87.28	0	0.00	1031.83					
SPZO	3/15/2015	6:00	9	87.28	M	1.03	1031.83					
SPZO	3/15/2015	7:00	9	87.28	M	1.03	1031.16					
SPZO	3/15/2015	8:00	8	93.4	M	0.51	1030.14					
SPZO	3/15/2015	9:00	8	87.19	80	1.54	1030.14					
SPZO	3/15/2015	10:00	8	87.19	M	1.03	1031.16					
SPZO	3/15/2015	10:31	8	87.19	70	2.57	1031.83					
SPZO	3/15/2015	11:00	8	87.19	0	0.00	1031.83					
SPZO	3/15/2015	11:30	9	81.47	0	0.00	1031.83					
SPZO	3/15/2015	12:00	9	81.47	80	1.03	1031.83					
SPZO	3/15/2015	12:30	10	76.18	M	1.54	1032.85					
SPZO	3/15/2015	13:00	11	76.34	M	1.03	1032.85					
SPZO	3/15/2015	13:30	12	71.45	M	0.51	1032.85					
SPZO	3/15/2015	14:00	14	62.69	M	0.51	1032.85					
SPZO	3/15/2015	14:30	14	62.69	M	1.54	1032.85					
SPZO	3/15/2015	15:00	15	58.77	M	1.54	1031.83					
SPZO	3/15/2015	15:30	15	62.92	M	1.03	1031.83					
SPZO	3/15/2015	16:00	15	51.18	M	1.03	1031.83					
SPZO	3/15/2015	17:00	18	42.28	M	2.57	1031.16					
SPZO	3/15/2015	17:20	19	45.6	M	2.57	1030.14					
SPZO	3/15/2015	18:00	19	34.51	M	3.60	1029.12					
SPZO	3/15/2015	18:30	19	37.03	360	4.63	1029.12					
SPZO	3/15/2015	19:00	18	39.43	330	4.63	1028.11					
SPZO	3/15/2015	19:40	20	32.43	20	4.12	1027.09					
SPZO	3/15/2015	20:00	20	34.8	10	4.12	1027.09					
SPZO	3/15/2015	20:40	19	34.51	10	5.66	1027.09					
SPZO	3/15/2015	21:00	20	32.43	360	4.63	1027.09					
SPZO	3/15/2015	21:40	19	32.14	360	5.14	1027.09					
SPZO	3/15/2015	22:00	19	34.51	350	4.63	1027.09					
SPZO	3/15/2015	22:40	16	41.71	20	5.66	1028.11					
SPZO	3/15/2015	23:00	16	41.71	M	4.12	1028.11					
SPZO	3/16/2015	0:00	15	44.47	M	2.06	1030.14					
SPZO	3/16/2015	1:00	14	50.91	10	3.60	1031.16					
SPZO	3/16/2015	2:00	14	50.91	90	1.54	1031.83					
SPZO	3/16/2015	3:00	13	50.64	340	1.54	1032.85					
SPZO	3/16/2015	4:00	11	61.99	60	2.06	1032.85					
SPZO	3/16/2015	5:00	10	71.07	80	1.03	1031.83					
SPZO	3/16/2015	6:00	10	76.18	M	1.03	1031.83					
SPZO	3/16/2015	7:00	11	71.26	0	0.00	1031.83					
SPZO	3/16/2015	8:00	10	81.61	0	0.00	1031.83	1.6				
SPZO	3/16/2015	9:00	9	87.28	80	1.54	1031.83	0.8				
SPZO	3/16/2015	10:00	9	87.28	90	1.54	1031.83	0.4				
SPZO	3/16/2015	10:30	9	87.28	80	1.03	1032.85					
SPZO	3/16/2015	11:00	9	87.28	80	1.03	1032.85					
SPZO	3/16/2015	11:30	9	87.28	80	1.54	1033.86					
SPZO	3/16/2015	12:00	9	87.28	70	1.03	1033.86					
SPZO	3/16/2015	12:30	10	81.61	80	1.03	1034.88					
SPZO	3/16/2015	13:00	10	87.37	M	0.51	1034.88	0.4				
SPZO	3/16/2015	13:30	11	81.74	90	2.06	1035.90					
SPZO	3/16/2015	14:00	12	76.5	M	1.54	1035.90					
SPZO	3/16/2015	14:30	12	66.7	60	2.06	1035.90					
SPZO	3/16/2015	15:00	13	62.46	80	2.57	1034.88					
SPZO	3/16/2015	15:30	13	58.27	100	3.60	1034.88					
SPZO	3/16/2015	16:00	13	62.46	100	3.60	1034.88					
SPZO	3/16/2015	16:20	14	54.6	0	0.00	1033.86					
SPZO	3/16/2015	17:00	16	51.45	200	2.06	1032.85					
SPZO	3/16/2015	17:30	17	45.04	M	2.06	1031.83					
SPZO	3/16/2015	18:00	17	48.28	350	3.09	1031.83					
SPZO	3/16/2015	18:30	17	45.04	360	3.60	1031.16					
SPZO	3/16/2015	19:00	18	42.28	350	5.14	1030.14					
SPZO	3/16/2015	19:30	18	39.43	340	3.09	1030.14					
SPZO	3/16/2015	20:00	18	39.43	10	2.57	1029.12					
SPZO	3/16/2015	20:30	18	36.74	M	3.60	1029.12					
SPZO	3/16/2015	21:00	17	42	360	4.12	1028.11					
SPZO	3/16/2015	21:30	16	41.71	10	4.63	1028.11					
SPZO	3/16/2015	22:00	16	38.85	M	3.09	1028.11					
SPZO	3/16/2015	22:30	15	44.47	10	3.60	1029.12					
SPZO	3/16/2015	23:00	15	44.47	M	3.60	1029.12					
SPZO	3/17/2015	0:00	14	47.44	310	3.09	1030.14					
SPZO	3/17/2015	1:00	11	66.48	0	0.00	1031.16					
SPZO	3/17/2015	2:00	11	66.48	M	0.51	1031.83					
SPZO	3/17/2015	3:00	11	66.48	90	1.54	1032.85					
SPZO	3/17/2015	4:00	11	66.48	M	1.03	1032.85					
SPZO	3/17/2015	5:00	11	71.26	M	1.03	1032.85					
SPZO	3/17/2015	6:00	9	87.28	M	1.03	1032.85	0.8				
SPZO	3/17/2015	7:00	10	76.18	0	0.00	1031.83					
SPZO	3/17/2015	8:00	9	81.47	0	0.00	1031.83					
SPZO	3/17/2015	9:00	9	81.47	0	0.00	1031.16					
SPZO	3/17/2015	10:00	9	81.47	0	0.00	1031.83					
SPZO	3/17/2015	10:30	9	87.28	0	0.00	1031.83					
SPZO	3/17/2015	11:00	9	81.47	70	1.03	1031.83					
SPZO	3/17/2015	11:30	10	81.61	90	1.03	1032.85					
SPZO	3/17/2015	12:00	10	81.61	0	0.00	1032.85					
SPZO	3/17/2015	12:30	10	81.61	M	0.51	1032.85					
SPZO	3/17/2015	13:00	10	81.61	M	1.54	1033.86					
SPZO	3/17/2015	13:30	11	76.34	M	1.03	1033.86					
SPZO	3/17/2015	14:00	12	71.45	M	1.03	1033.86					
SPZO	3/17/2015	14:30	13	62.46	M	0.51	1033.86					
SPZO	3/17/2015	15:00	13	66.91	M	1.54	1033.86					
SPZO	3/17/2015	15:30	15	62.92	80	2.06	1033.86					
SPZO	3/17/2015	16:00	15	54.86	70	2.57	1032.85					
SPZO	3/17/2015	16:30	16	51.45	M	2.06	1031.83					
SPZO	3/17/2015	17:00	17	48.28	M	1.03	1031.83					
SPZO	3/17/2015	17:30	18	45.32	M	1.54	1031.16					
SPZO	3/17/2015	18:00	19	42.57	M	1.03	1031.16					
SPZO	3/17/2015	18:40	19	42.57	M	#VALUE!	1029.12					
SPZO	3/17/2015	19:00	20	42.85	90	5.66	1029.12					
SPZO	3/17/2015	19:30	18	48.55	90	5.66	1028.11					
SPZO	3/17/2015	20:00	19	45.6	80	3.60	1028.11					
SPZO	3/17/2015	20:30	20	40	M	1.03	1027.09					
SPZO	3/17/2015	21:00	19	39.72	M	2.06	1026.08					
SPZO	3/17/2015	21:30	18	42.28	100	4.63	1026.08					
SPZO	3/17/2015	22:00	18	39.43	M	2.06	1027.09					
SPZO	3/17/2015	22:33	16	51.45	270	4.12	1027.09					
SPZO	3/17/2015	23:00	16	48	230	4.63	1028.11					
SPZO	3/18/2015	0:00	15	54.86	110	2.57	1029.12					
SPZO	3/18/2015	1:00	14	58.52	0	0.00	1030.14					
SPZO	3/18/2015	2:00	13	58.27	M	1.54	1031.16					
SPZO	3/18/2015	3:00	13	62.46	0	0.00	1031.83					
SPZO	3/18/2015	4:00	12	66.7	0	0.00	1032.85					
SPZO	3/18/2015	5:00	13	62.46	0	0.00	1031.83					
SPZO	3/18/2015	6:00	12	66.7	0	0.00	1031.83					
SPZO	3/18/2015	7:00	12	66.7	0	0.00	1031.83					
SPZO	3/18/2015	8:00	11	71.26	0	0.00	1031.16					
SPZO	3/18/2015	9:00	10	81.61	0	0.00	1031.16					
SPZO	3/18/2015	10:00	10	81.61	0	0.00	1031.16					
SPZO	3/18/2015	10:30	10	76.18	M	1.03	1031.16					
SPZO	3/18/2015	11:00	10	81.61	0	0.00	1031.16					
SPZO	3/18/2015	11:30	10	81.61	0	0.00	1031.83					
SPZO	3/18/2015	12:00	10	76.18	M	0.51	1031.83					
SPZO	3/18/2015	12:30	11	71.26	90	1.54	1032.85					
SPZO	3/18/2015	13:00	11	71.26	M	0.51	1033.86					
SPZO	3/18/2015	13:15	12	66.7	0	0.00	1033.86					
SPZO	3/18/2015	14:00	12	66.7	M	1.03	1033.86					
SPZO	3/18/2015	14:25	11	76.34	360	2.57	1033.86					
SPZO	3/18/2015	15:00	12	71.45	M	1.03	1033.86					
SPZO	3/18/2015	16:00	14	62.69	M	1.03	1033.86					
SPZO	3/18/2015	16:30	13	71.64	M	1.03	1032.85					
SPZO	3/18/2015	17:00	14	62.69	M	1.03	1032.85					
SPZO	3/18/2015	17:30	14	54.6	M	1.54	1031.83					
SPZO	3/18/2015	18:00	14	62.69	M	1.54	1031.16					
SPZO	3/18/2015	18:30	17	48.28	M	1.54	1030.14					
SPZO	3/18/2015	19:00	16	51.45	80	2.57	1030.14					
SPZO	3/18/2015	19:30	17	45.04	M	1.03	1029.12					
SPZO	3/18/2015	20:00	17	45.04	M	1.03	1028.11					
SPZO	3/18/2015	20:30	16	48	100	3.09	1028.11					
SPZO	3/18/2015	21:00	14	62.69	90	9.26	1028.11					
SPZO	3/18/2015	21:30	14	58.52	100	5.14	1028.11					
SPZO	3/18/2015	22:00	15	58.77	80	3.60	1028.11					
SPZO	3/18/2015	22:30	14	58.52	90	1.54	1028.11					
SPZO	3/18/2015	23:00	14	58.52	130	1.54	1028.11					
SPZO	3/19/2015	0:00	13	62.46	80	3.60	1030.14					
SPZO	3/19/2015	1:00	12	71.45	90	1.54	1031.16					
SPZO	3/19/2015	2:00	11	76.34	90	4.63	1031.83					
SPZO	3/19/2015	3:00	10	81.61	80	3.60	1032.85					
SPZO	3/19/2015	4:00	11	76.34	M	1.54	1032.85					
SPZO	3/19/2015	5:00	10	76.18	80	3.09	1032.85					
SPZO	3/19/2015	6:00	10	76.18	100	2.57	1032.85					
SPZO	3/19/2015	7:00	9	81.47	0	0.00	1031.83	0.4				
SPZO	3/19/2015	8:00	9	81.47	M	1.03	1031.83	1.8				
SPZO	3/19/2015	9:00	8	87.19	0	0.00	1031.83	3.2				
SPZO	3/19/2015	10:00	8	87.19	M	0.51	1031.83	1.6				
SPZO	3/19/2015	10:30	8	87.19	90	1.54	1032.85					
SPZO	3/19/2015	11:00	8	87.19	M	1.54	1032.85					
SPZO	3/19/2015	11:30	8	87.19	M	0.51	1032.85					
SPZO	3/19/2015	12:00	9	81.47	0	0.00	1033.86					
SPZO	3/19/2015	12:30	10	76.18	0	0.00	1033.86					
SPZO	3/19/2015	13:00	10	76.18	0	0.00	1033.86	0.2				
SPZO	3/19/2015	13:30	11	71.26	0	0.00	1034.88					
SPZO	3/19/2015	14:00	12	71.45	M	1.03	1034.88					
SPZO	3/19/2015	14:30	13	66.91	M	1.03	1033.86					
SPZO	3/19/2015	15:00	13	66.91	M	0.51	1033.86					
SPZO	3/19/2015	15:30	15	58.77	M	1.03	1033.86					
SPZO	3/19/2015	16:00	15	58.77	M	1.54	1033.86					
SPZO	3/19/2015	16:30	16	55.12	M	1.03	1032.85					
SPZO	3/19/2015	17:00	15	54.86	M	1.54	1032.85					
SPZO	3/19/2015	17:25	18	48.55	M	2.57	1031.83					
SPZO	3/19/2015	18:00	16	44.76	M	3.60	1031.16					
SPZO	3/19/2015	18:30	18	42.28	M	3.09	1030.14					
SPZO	3/19/2015	19:00	19	42.57	350	3.60	1030.14					
SPZO	3/19/2015	19:30	19	39.72	350	4.63	1029.12					
SPZO	3/19/2015	20:00	17	42	10	3.60	1029.12					
SPZO	3/19/2015	20:30	18	39.43	M	1.54	1028.11					
SPZO	3/19/2015	21:00	18	42.28	M	1.54	1027.09					
SPZO	3/19/2015	21:30	17	48.28	90	2.06	1027.09					
SPZO	3/19/2015	22:00	17	42	30	2.06	1027.09					
SPZO	3/19/2015	22:30	16	44.76	20	2.06	1028.11					
SPZO	3/19/2015	23:00	15	47.72	350	3.09	1028.11					
SPZO	3/20/2015	0:00	14	54.6	M	1.54	1029.12					
SPZO	3/20/2015	1:00	13	62.46	0	0.00	1031.16					
SPZO	3/20/2015	2:00	12	66.7	0	0.00	1031.83					
SPZO	3/20/2015	3:00	12	66.7	0	0.00	1032.85					
SPZO	3/20/2015	4:00	11	71.26	M	1.03	1032.85					
SPZO	3/20/2015	5:00	11	71.26	70	2.06	1032.85					
SPZO	3/20/2015	6:00	11	71.26	90	2.57	1032.85					
SPZO	3/20/2015	7:00	9	81.47	80	4.12	1032.85					
SPZO	3/20/2015	8:00	9	87.28	80	1.54	1031.83					
SPZO	3/20/2015	9:00	9	87.28	0	0.00	1031.83	0.2				
SPZO	3/20/2015	10:00	9	87.28	0	0.00	1031.83					
SPZO	3/20/2015	10:30	9	87.28	0	0.00	1032.85					
SPZO	3/20/2015	11:00	9	87.28	0	0.00	1032.85					
SPZO	3/20/2015	11:30	9	87.28	0	0.00	1032.85					
SPZO	3/20/2015	12:00	10	81.61	M	1.03	1032.85					
SPZO	3/20/2015	12:30	11	76.34	M	1.03	1033.86					
SPZO	3/20/2015	13:00	11	71.26	M	0.51	1034.88					
SPZO	3/20/2015	13:30	12	66.7	M	0.51	1034.88					
SPZO	3/20/2015	14:00	12	66.7	M	1.03	1034.88					
SPZO	3/20/2015	14:30	13	62.46	0	0.00	1034.88					
SPZO	3/20/2015	15:00	13	62.46	M	1.03	1034.88					
SPZO	3/20/2015	15:30	15	54.86	M	1.03	1034.88					
SPZO	3/20/2015	16:00	16	48	M	1.03	1033.86					
SPZO	3/20/2015	16:30	18	45.32	M	1.03	1032.85					
SPZO	3/20/2015	17:00	18	48.55	M	1.54	1031.83					
SPZO	3/20/2015	17:30	19	37.03	M	1.03	1031.16					
SPZO	3/20/2015	18:00	19	34.51	240	2.57	1031.16					
SPZO	3/20/2015	18:10	19	34.51	250	2.06	1030.14					
SPZO	3/20/2015	19:00	20	34.8	250	2.57	1028.11					
SPZO	3/20/2015	19:20	22	33	M	1.03	1028.11					
SPZO	3/20/2015	20:00	21	32.72	M	1.54	1027.09					
SPZO	3/20/2015	20:20	19	34.51	0	0.00	1026.08					
SPZO	3/20/2015	21:00	20	32.43	260	2.06	1026.08					
SPZO	3/20/2015	21:40	19	37.03	150	3.09	1026.08					
SPZO	3/20/2015	22:00	19	37.03	150	2.57	1026.08					
SPZO	3/20/2015	22:05	18	36.74	170	3.60	1027.09					
SPZO	3/20/2015	22:20	15	62.92	310	3.09	1027.09					
SPZO	3/20/2015	23:00	15	58.77	250	2.57	1026.08	0.4				
SPZO	3/21/2015	0:00	13	71.64	90	4.12	1031.16	0.4				
SPZO	3/21/2015	1:00	12	66.7	230	2.57	1031.16	0.6				
SPZO	3/21/2015	2:00	11	81.74	M	1.54	1031.83	0.6				
SPZO	3/21/2015	3:00	10	81.61	0	0.00	1032.85	2.4				
SPZO	3/21/2015	4:00	11	81.74	260	3.09	1032.85	0.4				
SPZO	3/21/2015	5:00	10	87.37	270	3.60	1032.85	1.6				
SPZO	3/21/2015	6:00	10	81.61	80	1.54	1031.83	0.2				
SPZO	3/21/2015	7:00	10	81.61	0	0.00	1031.83					
SPZO	3/21/2015	8:00	10	81.61	0	0.00	1031.16					
SPZO	3/21/2015	9:00	10	81.61	M	1.03	1031.16					
SPZO	3/21/2015	10:00	10	71.07	M	0.51	1031.16					
SPZO	3/21/2015	10:30	10	76.18	M	1.03	1031.83					
SPZO	3/21/2015	11:00	9	87.28	80	2.06	1031.83					
SPZO	3/21/2015	11:30	10	76.18	0	0.00	1032.85					
SPZO	3/21/2015	12:00	10	76.18	100	0.51	1032.85					
SPZO	3/21/2015	12:30	11	71.26	M	1.03	1033.86					
SPZO	3/21/2015	13:00	11	66.48	M	1.03	1033.86					
SPZO	3/21/2015	13:20	12	62.23	0	0.00	1033.86					
SPZO	3/21/2015	14:00	13	62.46	M	0.51	1033.86					
SPZO	3/21/2015	14:30	14	58.52	0	0.00	1033.86					
SPZO	3/21/2015	15:00	14	54.6	M	0.51	1033.86					
SPZO	3/21/2015	15:20	14	62.69	M	0.51	1033.86					
SPZO	3/21/2015	16:00	15	54.86	M	0.51	1032.85					
SPZO	3/21/2015	16:10	15	51.18	M	1.54	1032.85					
SPZO	3/21/2015	17:00	18	51.98	M	1.54	1031.83					
SPZO	3/21/2015	17:30	17	45.04	M	2.06	1031.16					
SPZO	3/21/2015	18:00	18	45.32	360	3.09	1031.16					
SPZO	3/21/2015	18:30	18	39.43	10	5.14	1030.14					
SPZO	3/21/2015	19:00	18	42.28	20	6.17	1030.14					
SPZO	3/21/2015	19:30	16	44.76	20	5.14	1030.14					
SPZO	3/21/2015	20:00	14	58.52	90	7.20	1031.16					
SPZO	3/21/2015	20:30	15	54.86	100	4.12	1030.14					
SPZO	3/21/2015	21:00	15	51.18	130	3.09	1030.14					
SPZO	3/21/2015	21:30	14	58.52	100	2.06	1030.14					
SPZO	3/21/2015	22:00	14	58.52	80	3.60	1030.14					
SPZO	3/21/2015	22:30	13	66.91	90	2.57	1031.16					
SPZO	3/21/2015	23:00	12	66.7	80	2.57	1030.14					
SPZO	3/22/2015	0:00	11	71.26	90	2.06	1031.16					
SPZO	3/22/2015	1:00	11	71.26	M	1.03	1031.83					
SPZO	3/22/2015	2:00	11	76.34	0	0.00	1032.85					
SPZO	3/22/2015	3:00	10	81.61	80	1.54	1033.86					
SPZO	3/22/2015	4:00	11	76.34	0	0.00	1033.86					
SPZO	3/22/2015	5:00	9	76.01	M	1.54	1033.86	0.4				
SPZO	3/22/2015	6:00	9	76.01	70	2.57	1032.85					
SPZO	3/22/2015	7:00	9	81.47	90	2.06	1032.85					
SPZO	3/22/2015	8:00	9	81.47	M	1.03	1032.85					
SPZO	3/22/2015	9:00	9	81.47	260	1.54	1031.83					
SPZO	3/22/2015	10:00	9	81.47	280	1.54	1031.83					
SPZO	3/22/2015	10:30	9	81.47	50	1.54	1032.85					
SPZO	3/22/2015	11:00	9	81.47	0	0.00	1032.85					
SPZO	3/22/2015	11:30	9	81.47	M	1.03	1032.85					
SPZO	3/22/2015	12:00	9	81.47	80	1.03	1033.86					
SPZO	3/22/2015	12:30	11	71.26	M	0.51	1033.86					
SPZO	3/22/2015	13:00	11	71.26	M	0.51	1033.86					
SPZO	3/22/2015	13:30	13	62.46	M	1.03	1033.86					
SPZO	3/22/2015	14:00	14	54.6	M	1.03	1033.86					
SPZO	3/22/2015	14:30	15	54.86	M	1.54	1033.86					
SPZO	3/22/2015	15:00	16	48	M	1.54	1033.86					
SPZO	3/22/2015	15:35	17	48.28	M	1.54	1032.85					
SPZO	3/22/2015	16:00	18	45.32	M	1.54	1032.85					
SPZO	3/22/2015	16:30	18	42.28	M	1.54	1031.83					
SPZO	3/22/2015	17:00	19	34.51	40	3.09	1031.16					
SPZO	3/22/2015	17:34	20	32.43	M	1.03	1030.14					
SPZO	3/22/2015	18:00	20	37.32	M	2.06	1030.14					
SPZO	3/22/2015	19:30	20	34.8	M	3.60	1029.12					
SPZO	3/22/2015	20:00	20	40	M	3.09	1027.09					
SPZO	3/22/2015	20:30	19	42.57	M	3.60	1027.09					
SPZO	3/22/2015	21:00	17	48.28	90	6.17	1027.09					
SPZO	3/22/2015	21:30	17	45.04	90	5.66	1027.09					
SPZO	3/22/2015	22:00	17	48.28	90	4.12	1027.09					
SPZO	3/22/2015	22:30	16	48	100	4.63	1028.11					
SPZO	3/22/2015	23:00	15	51.18	100	4.12	1028.11					
SPZO	3/23/2015	0:00	13	58.27	80	2.06	1028.11					
SPZO	3/23/2015	1:00	13	58.27	80	2.06	1030.14					
SPZO	3/23/2015	2:00	12	62.23	100	3.09	1031.83					
SPZO	3/23/2015	3:00	11	66.48	70	3.09	1032.85					
SPZO	3/23/2015	4:00	11	66.48	80	1.03	1032.85					
SPZO	3/23/2015	5:00	11	61.99	0	0.00	1032.85					
SPZO	3/23/2015	6:00	9	76.01	0	0.00	1032.85					
SPZO	3/23/2015	7:00	10	71.07	0	0.00	1031.83					
SPZO	3/23/2015	8:00	10	71.07	0	0.00	1031.83					
SPZO	3/23/2015	9:00	10	71.07	0	0.00	1031.83					
SPZO	3/23/2015	10:00	11	66.48	0	0.00	1031.83					
SPZO	3/23/2015	10:30	11	81.74	0	0.00	1032.85					
SPZO	3/23/2015	11:00	11	66.48	0	0.00	1032.85					
SPZO	3/23/2015	11:30	11	66.48	0	0.00	1033.86					
SPZO	3/23/2015	12:00	11	71.26	M	1.03	1033.86					
SPZO	3/23/2015	12:30	12	66.7	100	2.06	1033.86					
SPZO	3/23/2015	13:00	14	58.52	80	2.06	1033.86					
SPZO	3/23/2015	13:30	13	54.34	30	1.54	1034.88					
SPZO	3/23/2015	14:00	14	50.91	M	0.51	1034.88					
SPZO	3/23/2015	14:30	15	44.47	M	1.03	1034.88					
SPZO	3/23/2015	15:00	15	41.42	M	0.51	1034.88					
SPZO	3/23/2015	15:33	17	33.93	0	0.00	1033.86					
SPZO	3/23/2015	16:00	17	39.14	M	1.54	1032.85					
SPZO	3/23/2015	16:30	17	33.93	M	2.57	1032.85					
SPZO	3/23/2015	17:00	18	39.43	M	2.57	1031.83					
SPZO	3/23/2015	17:30	20	32.43	350	5.14	1031.16					
SPZO	3/23/2015	18:00	19	32.14	30	3.60	1031.16					
SPZO	3/23/2015	18:30	20	26.15	340	4.12	1030.14					
SPZO	3/23/2015	19:00	20	24.32	360	5.14	1030.14					
SPZO	3/23/2015	19:30	20	22.59	350	5.66	1029.12					
SPZO	3/23/2015	20:00	20	19.47	350	5.66	1029.12					
SPZO	3/23/2015	20:30	20	22.59	360	4.63	1028.11					
SPZO	3/23/2015	21:00	20	20.98	360	4.63	1028.11					
SPZO	3/23/2015	21:30	19	22.33	360	3.09	1027.09					
SPZO	3/23/2015	22:00	19	19.22	350	3.60	1028.11					
SPZO	3/23/2015	22:30	17	21.79	360	4.12	1028.11					
SPZO	3/23/2015	23:00	17	20.2	360	4.63	1028.11					
SPZO	3/24/2015	0:00	15	21.26	290	5.14	1030.14					
SPZO	3/24/2015	1:00	13	28.2	M	1.54	1031.83					
SPZO	3/24/2015	2:00	10	46.31	60	2.06	1032.85					
SPZO	3/24/2015	3:00	9	53.27	M	1.03	1033.86					
SPZO	3/24/2015	4:00	9	53.27	0	0.00	1033.86					
SPZO	3/24/2015	5:00	7	61.03	50	1.54	1033.86					
SPZO	3/24/2015	6:00	5	70.08	270	1.54	1033.86					
SPZO	3/24/2015	7:00	4	75.16	270	2.57	1033.86					
SPZO	3/24/2015	8:00	4	75.16	0	0.00	1033.86					
SPZO	3/24/2015	9:00	5	75.33	0	0.00	1033.86					
SPZO	3/24/2015	10:00	5	75.33	60	1.03	1033.86					
SPZO	3/24/2015	10:30	5	75.33	260	1.03	1033.86					
SPZO	3/24/2015	11:00	5	75.33	M	0.51	1033.86					
SPZO	3/24/2015	11:30	5	75.33	M	1.03	1034.88					
SPZO	3/24/2015	12:00	7	65.61	0	0.00	1034.88					
SPZO	3/24/2015	12:30	9	57.26	0	0.00	1035.90					
SPZO	3/24/2015	13:00	10	57.52	M	1.03	1035.90					
SPZO	3/24/2015	13:30	12	46.88	M	1.03	1035.90					
SPZO	3/24/2015	14:00	13	47.16	M	1.03	1034.88					
SPZO	3/24/2015	14:30	14	44.19	M	1.03	1034.88					
SPZO	3/24/2015	15:00	15	38.56	280	2.06	1034.88					
SPZO	3/24/2015	15:30	17	31.56	M	1.03	1033.86					
SPZO	3/24/2015	16:00	17	29.35	M	1.54	1033.86					
SPZO	3/24/2015	16:30	18	31.85	M	1.03	1032.85					
SPZO	3/24/2015	17:00	18	29.63	M	1.54	1032.85					
SPZO	3/24/2015	17:30	17	36.45	M	3.09	1031.83					
SPZO	3/24/2015	18:00	19	32.14	M	2.06	1031.83					
SPZO	3/24/2015	18:30	19	29.92	M	1.03	1031.16					
SPZO	3/24/2015	19:00	20	30.2	M	1.03	1030.14					
SPZO	3/24/2015	19:30	18	31.85	80	3.09	1030.14					
SPZO	3/24/2015	20:00	18	31.85	M	2.57	1029.12					
SPZO	3/24/2015	20:30	18	34.22	310	2.57	1029.12					
SPZO	3/24/2015	21:00	19	32.14	M	1.03	1028.11					
SPZO	3/24/2015	21:30	19	34.51	M	1.54	1028.11					
SPZO	3/24/2015	22:00	17	39.14	350	2.57	1028.11					
SPZO	3/24/2015	22:30	16	44.76	360	4.63	1028.11					
SPZO	3/24/2015	23:00	16	44.76	360	5.14	1029.12					
SPZO	3/25/2015	0:00	14	54.6	70	2.06	1030.14					
SPZO	3/25/2015	1:00	12	58.02	M	1.03	1031.16					
SPZO	3/25/2015	2:00	12	62.23	80	2.06	1031.83					
SPZO	3/25/2015	3:00	11	61.99	0	0.00	1032.85					
SPZO	3/25/2015	4:00	8	75.84	270	2.06	1032.85					
SPZO	3/25/2015	5:00	7	81.2	M	1.03	1031.83					
SPZO	3/25/2015	6:00	7	75.68	0	0.00	1031.83					
SPZO	3/25/2015	7:00	8	75.84	0	0.00	1031.83					
SPZO	3/25/2015	8:00	9	66.05	0	0.00	1031.83					
SPZO	3/25/2015	9:00	9	76.01	0	0.00	1031.83					
SPZO	3/25/2015	9:35	8	81.34	0	0.00	1031.83					
SPZO	3/25/2015	10:00	8	87.19	M	1.03	1032.85	0.6				
SPZO	3/25/2015	10:30	8	81.34	M	1.03	1032.85					
